profile_id,country,profile_label,career_start_dt,last_observed_dt,duration_observed_months,event_a,time_to_event_a_months,event_b,time_to_event_b_months,baseline_seniority,number_of_roles,lcnc_share,profile_label_primary,career_start_year
97,Romania,Mixed,2022-07-01,2026-04-10,45.0,0,45.0,0,45.0,3.0,2,0.5,Excluded_Other_Mixed,2022.0
98,Romania,Traditional Software Development,2018-11-01,2026-04-10,89.0,1,38.0,1,38.0,3.0,4,0.25,Traditional Software Development,2018.0
99,Romania,LCNC,2022-06-01,2026-04-10,46.0,0,46.0,0,46.0,1.0,3,1.0,LCNC,2022.0
100,Romania,LCNC,2005-01-01,2026-04-10,255.0,1,0.0,1,0.0,6.0,5,1.0,LCNC,2005.0
101,Romania,LCNC,2021-07-01,2026-04-10,57.0,0,57.0,0,57.0,1.0,3,1.0,LCNC,2021.0
102,Romania,LCNC,2022-07-01,2026-04-10,45.0,1,41.0,0,45.0,3.0,2,1.0,LCNC,2022.0
103,Romania,Traditional Software Development,2022-12-01,2026-04-10,40.0,1,0.0,1,0.0,6.0,3,0.0,Traditional Software Development,2022.0
104,Romania,LCNC,2018-07-01,2025-11-01,88.0,0,88.0,0,88.0,0.0,4,1.0,LCNC,2018.0
105,Romania,Mixed,2024-07-01,2026-04-10,21.0,0,21.0,0,21.0,3.0,3,0.5,Excluded_Other_Mixed,2024.0
106,Romania,Mixed,2023-02-01,2026-04-10,38.0,0,38.0,0,38.0,0.0,5,0.5,Excluded_Other_Mixed,2023.0
107,Romania,Mixed,2015-11-01,2026-04-10,125.0,0,125.0,0,125.0,3.0,7,0.6,Excluded_Other_Mixed,2015.0
108,Romania,Traditional Software Development,2020-09-01,2026-04-10,67.0,0,67.0,0,67.0,3.0,4,0.25,Traditional Software Development,2020.0
109,Romania,Traditional Software Development,2021-02-01,2026-04-10,62.0,1,59.0,0,62.0,3.0,4,0.0,Traditional Software Development,2021.0
110,Romania,Mixed,2021-06-01,2026-04-10,58.0,0,58.0,0,58.0,1.0,4,0.5,Excluded_Other_Mixed,2021.0
111,Romania,Traditional Software Development,2013-10-01,2026-04-10,150.0,0,150.0,0,150.0,3.0,6,0.0,Traditional Software Development,2013.0
112,Romania,LCNC,2010-08-01,2026-04-10,188.0,1,38.0,1,38.0,3.0,3,1.0,LCNC,2010.0
113,Romania,Mixed,2020-01-01,2026-04-10,75.0,0,75.0,0,75.0,3.0,2,0.5,Excluded_Other_Mixed,2020.0
114,Romania,Other,2022-03-01,2026-04-10,49.0,0,49.0,0,49.0,3.0,3,,Excluded_Other_Mixed,2022.0
115,Romania,LCNC,2010-01-01,2026-04-10,195.0,1,18.0,1,18.0,0.0,8,1.0,LCNC,2010.0
116,Romania,Mixed,2021-10-01,2026-04-10,54.0,0,54.0,0,54.0,3.0,3,0.6666666666666666,Excluded_Other_Mixed,2021.0
117,Romania,LCNC,2024-08-01,2026-04-10,20.0,1,19.0,1,19.0,3.0,2,1.0,LCNC,2024.0
118,Romania,LCNC,2020-02-01,2026-04-10,74.0,1,0.0,1,0.0,6.0,5,1.0,LCNC,2020.0
119,Romania,Mixed,2015-11-01,2026-04-10,125.0,1,108.0,1,108.0,3.0,7,0.5,Excluded_Other_Mixed,2015.0
120,Romania,LCNC,2019-06-01,2026-04-10,82.0,0,82.0,0,82.0,1.0,5,0.75,LCNC,2019.0
121,Romania,Mixed,2022-05-01,2026-04-10,47.0,0,47.0,0,47.0,1.0,3,0.5,Excluded_Other_Mixed,2022.0
122,Romania,LCNC,2022-02-01,2026-04-10,50.0,0,50.0,0,50.0,3.0,2,1.0,LCNC,2022.0
123,Romania,Traditional Software Development,2022-07-01,2026-04-10,45.0,0,45.0,0,45.0,1.0,4,0.25,Traditional Software Development,2022.0
124,Romania,LCNC,2022-08-01,2026-04-10,44.0,1,41.0,0,44.0,3.0,3,1.0,LCNC,2022.0
125,Romania,Mixed,2024-07-01,2026-04-10,21.0,0,21.0,0,21.0,1.0,2,0.5,Excluded_Other_Mixed,2024.0
126,Romania,LCNC,2022-10-01,2026-04-10,42.0,1,7.0,1,7.0,1.0,5,1.0,LCNC,2022.0
127,Romania,Mixed,2014-06-01,2026-04-10,142.0,1,16.0,1,27.0,3.0,7,0.5,Excluded_Other_Mixed,2014.0
128,Romania,LCNC,2024-07-01,2026-04-10,21.0,0,21.0,0,21.0,3.0,2,1.0,LCNC,2024.0
129,Romania,Traditional Software Development,2019-07-01,2025-05-01,70.0,1,37.0,1,37.0,3.0,5,0.2,Traditional Software Development,2019.0
130,Romania,Traditional Software Development,2016-03-01,2026-04-10,121.0,0,121.0,0,121.0,3.0,4,0.0,Traditional Software Development,2016.0
131,Romania,Traditional Software Development,2020-01-01,2026-04-10,75.0,0,75.0,0,75.0,2.0,4,0.0,Traditional Software Development,2020.0
132,Romania,LCNC,2017-06-01,2026-04-10,106.0,0,106.0,0,106.0,3.0,4,1.0,LCNC,2017.0
133,Romania,Mixed,2019-07-01,2026-04-10,81.0,1,18.0,0,81.0,3.0,4,0.3333333333333333,Excluded_Other_Mixed,2019.0
134,Romania,Mixed,2022-07-01,2026-04-10,45.0,1,16.0,1,16.0,1.0,3,0.3333333333333333,Excluded_Other_Mixed,2022.0
135,Romania,Traditional Software Development,2021-06-01,2026-04-10,58.0,0,58.0,0,58.0,1.0,5,0.2,Traditional Software Development,2021.0
136,Romania,Traditional Software Development,2022-05-01,2024-09-01,28.0,0,28.0,0,28.0,3.0,2,0.0,Traditional Software Development,2022.0
137,Romania,LCNC,2016-01-01,2026-04-10,123.0,1,111.0,1,111.0,3.0,6,1.0,LCNC,2016.0
138,Romania,LCNC,2023-07-01,2026-04-10,33.0,0,33.0,0,33.0,3.0,2,1.0,LCNC,2023.0
139,Romania,Traditional Software Development,2020-11-01,2026-04-10,65.0,0,65.0,0,65.0,3.0,3,0.0,Traditional Software Development,2020.0
140,Romania,LCNC,2018-11-01,2026-04-10,89.0,0,89.0,0,89.0,3.0,2,1.0,LCNC,2018.0
141,Romania,LCNC,2013-03-01,2026-04-10,157.0,0,157.0,0,157.0,3.0,5,1.0,LCNC,2013.0
142,Romania,Traditional Software Development,2013-06-01,2026-04-10,154.0,1,50.0,1,93.0,3.0,4,0.0,Traditional Software Development,2013.0
143,Romania,LCNC,2009-08-01,2026-04-10,200.0,1,113.0,1,113.0,0.0,6,1.0,LCNC,2009.0
144,Romania,LCNC,2023-04-01,2026-04-10,36.0,0,36.0,0,36.0,3.0,2,1.0,LCNC,2023.0
145,Romania,LCNC,2021-07-01,2026-04-10,57.0,0,57.0,0,57.0,1.0,6,0.8,LCNC,2021.0
146,Romania,LCNC,2016-06-01,2026-04-10,118.0,0,118.0,0,118.0,1.0,5,1.0,LCNC,2016.0
147,Romania,LCNC,2016-10-01,2026-04-10,114.0,1,71.0,0,114.0,0.0,3,1.0,LCNC,2016.0
148,Romania,Mixed,2022-07-01,2026-04-10,45.0,0,45.0,0,45.0,3.0,4,0.5,Excluded_Other_Mixed,2022.0
149,Romania,LCNC,2021-04-01,2026-04-10,60.0,0,60.0,0,60.0,1.0,3,1.0,LCNC,2021.0
150,Romania,LCNC,2024-11-01,2026-04-10,17.0,0,17.0,0,17.0,1.0,2,1.0,LCNC,2024.0
151,Romania,LCNC,2023-04-01,2025-07-01,27.0,0,27.0,0,27.0,1.0,2,1.0,LCNC,2023.0
152,Romania,Mixed,2020-01-01,2026-04-10,75.0,0,75.0,0,75.0,3.0,2,0.5,Excluded_Other_Mixed,2020.0
153,Sweden,Traditional Software Development,2022-01-01,2026-04-10,51.0,0,51.0,0,51.0,1.0,3,0.0,Traditional Software Development,2022.0
154,Sweden,Traditional Software Development,2020-01-01,2026-04-10,75.0,0,75.0,0,75.0,1.0,6,0.0,Traditional Software Development,2020.0
155,Sweden,Traditional Software Development,2018-06-01,2024-01-01,67.0,1,0.0,0,67.0,4.0,4,0.0,Traditional Software Development,2018.0
156,Sweden,Traditional Software Development,2018-05-01,2026-04-10,95.0,1,49.0,0,95.0,1.0,7,0.0,Traditional Software Development,2018.0
157,Sweden,Traditional Software Development,2019-01-01,2025-01-01,72.0,0,72.0,0,72.0,3.0,5,0.0,Traditional Software Development,2019.0
158,Sweden,Traditional Software Development,2018-02-01,2026-04-10,98.0,1,66.0,1,66.0,3.0,9,0.0,Traditional Software Development,2018.0
159,Sweden,Traditional Software Development,2001-01-01,2026-04-10,303.0,1,82.0,1,82.0,3.0,6,0.0,Traditional Software Development,2001.0
160,Sweden,Traditional Software Development,2013-06-01,2026-04-10,154.0,1,23.0,1,23.0,0.0,14,0.0,Traditional Software Development,2013.0
161,Sweden,Traditional Software Development,2021-06-01,2026-04-10,58.0,1,2.0,1,2.0,3.0,10,0.0,Traditional Software Development,2021.0
162,Sweden,Traditional Software Development,2020-04-01,2026-04-10,72.0,0,72.0,0,72.0,1.0,6,0.0,Traditional Software Development,2020.0
163,Sweden,Traditional Software Development,2015-08-01,2026-04-10,128.0,1,0.0,1,0.0,5.0,2,0.0,Traditional Software Development,2015.0
164,Sweden,Traditional Software Development,2018-07-01,2026-04-10,93.0,0,93.0,0,93.0,1.0,6,0.0,Traditional Software Development,2018.0
165,Sweden,Traditional Software Development,2013-02-01,2023-07-01,125.0,1,6.0,1,6.0,3.0,4,0.0,Traditional Software Development,2013.0
166,Sweden,Traditional Software Development,2023-06-01,2026-04-10,34.0,0,34.0,0,34.0,0.0,5,0.0,Traditional Software Development,2023.0
167,Sweden,Traditional Software Development,2012-01-01,2026-04-10,171.0,1,59.0,1,59.0,0.0,15,0.0,Traditional Software Development,2012.0
168,Sweden,Traditional Software Development,2009-04-01,2026-04-10,204.0,1,62.0,0,204.0,3.0,6,0.0,Traditional Software Development,2009.0
169,Sweden,Traditional Software Development,2015-05-01,2026-04-10,131.0,0,131.0,0,131.0,0.0,5,0.0,Traditional Software Development,2015.0
170,Sweden,Traditional Software Development,2014-06-01,2026-04-10,142.0,1,38.0,0,142.0,3.0,3,0.0,Traditional Software Development,2014.0
171,Sweden,Traditional Software Development,2014-10-01,2026-04-10,138.0,1,32.0,1,32.0,3.0,9,0.0,Traditional Software Development,2014.0
172,Sweden,Traditional Software Development,2014-09-01,2026-04-10,139.0,1,36.0,1,36.0,3.0,7,0.0,Traditional Software Development,2014.0
173,Sweden,Traditional Software Development,2013-02-01,2026-04-10,158.0,1,103.0,0,158.0,3.0,4,0.0,Traditional Software Development,2013.0
174,Sweden,Traditional Software Development,2014-02-01,2026-04-10,146.0,1,48.0,1,67.0,3.0,5,0.0,Traditional Software Development,2014.0
175,Sweden,Traditional Software Development,2024-09-01,2026-04-10,19.0,0,19.0,0,19.0,3.0,1,0.0,Traditional Software Development,2024.0
176,Sweden,Traditional Software Development,2007-01-01,2026-04-10,231.0,0,231.0,0,231.0,0.0,12,0.0,Traditional Software Development,2007.0
177,Sweden,Traditional Software Development,2017-06-01,2026-04-10,106.0,0,106.0,0,106.0,3.0,6,0.0,Traditional Software Development,2017.0
178,Sweden,Traditional Software Development,2015-07-01,2026-04-10,129.0,1,21.0,1,21.0,3.0,8,0.0,Traditional Software Development,2015.0
179,Sweden,Traditional Software Development,2023-06-01,2026-04-10,34.0,0,34.0,0,34.0,1.0,7,0.0,Traditional Software Development,2023.0
180,Sweden,Traditional Software Development,2016-07-01,2026-04-10,117.0,1,24.0,0,117.0,3.0,8,0.0,Traditional Software Development,2016.0
181,Sweden,Traditional Software Development,2010-07-01,2026-04-10,189.0,1,0.0,0,189.0,4.0,3,0.0,Traditional Software Development,2010.0
182,Sweden,Traditional Software Development,2016-09-01,2026-04-10,115.0,1,15.0,1,15.0,3.0,9,0.0,Traditional Software Development,2016.0
183,Sweden,Traditional Software Development,2010-11-01,2026-04-10,185.0,1,136.0,0,185.0,3.0,9,0.0,Traditional Software Development,2010.0
184,Sweden,LCNC,2020-11-01,2026-04-10,65.0,1,53.0,0,65.0,0.0,3,1.0,LCNC,2020.0
185,Sweden,Traditional Software Development,2016-05-01,2026-04-10,119.0,1,0.0,0,119.0,4.0,4,0.0,Traditional Software Development,2016.0
186,Sweden,Traditional Software Development,2013-03-01,2026-04-10,157.0,0,157.0,0,157.0,3.0,3,0.0,Traditional Software Development,2013.0
187,Sweden,Traditional Software Development,2010-03-01,2026-04-10,193.0,1,42.0,1,76.0,2.0,9,0.0,Traditional Software Development,2010.0
188,Sweden,Traditional Software Development,2015-05-01,2026-04-10,131.0,1,44.0,0,131.0,1.0,7,0.0,Traditional Software Development,2015.0
189,Sweden,Traditional Software Development,2017-07-01,2026-04-10,105.0,1,54.0,0,105.0,3.0,5,0.0,Traditional Software Development,2017.0
190,Sweden,Traditional Software Development,2007-08-01,2026-04-10,224.0,1,175.0,1,175.0,0.0,11,0.0,Traditional Software Development,2007.0
191,Sweden,Traditional Software Development,2015-06-01,2026-04-10,130.0,1,44.0,0,130.0,1.0,8,0.0,Traditional Software Development,2015.0
192,Sweden,Traditional Software Development,2011-03-01,2026-04-10,181.0,1,1.0,0,181.0,3.0,7,0.0,Traditional Software Development,2011.0
193,Sweden,Traditional Software Development,2021-01-01,2026-04-10,63.0,0,63.0,0,63.0,0.0,5,0.0,Traditional Software Development,2021.0
194,Sweden,Traditional Software Development,2011-08-01,2026-04-10,176.0,1,0.0,1,0.0,7.0,8,0.0,Traditional Software Development,2011.0
195,Sweden,Traditional Software Development,2009-03-01,2026-04-10,205.0,1,0.0,1,0.0,7.0,7,0.0,Traditional Software Development,2009.0
196,Sweden,Traditional Software Development,2020-11-01,2026-04-10,65.0,0,65.0,0,65.0,3.0,3,0.0,Traditional Software Development,2020.0
197,Sweden,Traditional Software Development,2013-06-01,2026-04-10,154.0,1,0.0,1,0.0,6.0,10,0.0,Traditional Software Development,2013.0
198,Sweden,Traditional Software Development,2008-11-01,2026-04-10,209.0,0,209.0,0,209.0,3.0,11,0.0,Traditional Software Development,2008.0
199,Sweden,Traditional Software Development,2014-06-01,2026-04-10,142.0,1,37.0,1,85.0,3.0,4,0.0,Traditional Software Development,2014.0
200,Sweden,Traditional Software Development,1997-01-01,2026-04-10,351.0,0,351.0,0,351.0,3.0,6,0.0,Traditional Software Development,1997.0
