profile_id,country,experience
10,romania,"Codeless Technology B.V. | RomaniaCodeless Technology B.V. | Romania2 yrs 9 mos2 yrs 9 mosLow code developerLow code developerFull-timeFull-timeSep 2023 - Present · 2 yrs 7 mosSep 2023 to Present · 2 yrs 7 mosIaşi, RomaniaIaşi, RomaniaLow code InternshipLow code InternshipJul 2023 - Sep 2023 · 3 mosJul 2023 to Sep 2023 · 3 mosIaşi, Iaşi, RomaniaIaşi, Iaşi, RomaniaStudentStudentFEAA - Facultatea de Economie și Administrarea Afacerilor din IașiFEAA - Facultatea de Economie și Administrarea Afacerilor din Iași2020 - 2023 · 3 yrs2020 to 2023 · 3 yrsIaşi, RomaniaIaşi, RomaniaSaleswomanSaleswomanSaleswomanSC BSB FASHION SRL · Full-timeSC BSB FASHION SRL · Full-timeJul 2022 - Sep 2022 · 3 mosJul 2022 to Sep 2022 · 3 mosPiatra Neamţ, Neamţ, Romania · On-sitePiatra Neamţ, Neamţ, Romania · On-siteCercetarea pieței, Introducere date and +1 skillSaleswomanSaleswomanSaleswomanSC BSB FASHION SRL · Part-timeSC BSB FASHION SRL · Part-timeJun 2021 - Sep 2021 · 4 mosJun 2021 to Sep 2021 · 4 mosPiatra Neamţ, Neamţ, Romania · On-site"
