profile_id,country,experience
95,romania,"Codeless Technology B.V.Codeless Technology B.V.2 yrs 9 mos2 yrs 9 mosOn-siteOn-siteLow code developerLow code developerFull-timeFull-timeOct 2023 - Present · 2 yrs 6 mosOct 2023 to Present · 2 yrs 6 mosIaşi, RomaniaIaşi, RomaniaReporting & Analysis, Microsoft SQL Server and +1 skillLow Code DeveloperLow Code DeveloperInternshipInternshipJul 2023 - Oct 2023 · 4 mosJul 2023 to Oct 2023 · 4 mosIaşi, Romania"
96,romania,"Codeless Technology B.V.Codeless Technology B.V.2 yrs 1 mo2 yrs 1 moIaşi, Romania · On-siteIaşi, Romania · On-siteLow-code developerLow-code developerFull-timeFull-timeJun 2024 - Present · 1 yr 10 mosJun 2024 to Present · 1 yr 10 mosLow-code developer traineeLow-code developer traineeInternshipInternshipMar 2024 - Jun 2024 · 4 mosMar 2024 to Jun 2024 · 4 mosIntern Administration SupportIntern Administration SupportVitesco Technologies · InternshipVitesco Technologies · InternshipJul 2022 - Feb 2024 · 1 yr 8 mosJul 2022 to Feb 2024 · 1 yr 8 mosIaşi, Romania"
97,romania,"Low Code DeveloperLow Code DeveloperCodeless Technology B.V.Codeless Technology B.V.May 2023 - Present · 2 yrs 11 mosMay 2023 to Present · 2 yrs 11 mosIaşi, RomaniaIaşi, RomaniaLow-Code Development and SQLSoftware Development EngineerSoftware Development EngineerAmbit Group · Full-timeAmbit Group · Full-timeJul 2022 - May 2023 · 11 mosJul 2022 to May 2023 · 11 mosIaşi, Romania"
98,romania," EncorsaEncorsaFull-time · 5 yrs 5 mosFull-time · 5 yrs 5 moso  Head of Low-Code BPMSHead of Low-Code BPMSJan 2022 - Present · 4 yrs 3 mosJan 2022 to Present · 4 yrs 3 moso  Software DeveloperSoftware DeveloperNov 2020 - Jan 2022 · 1 yr 3 mosNov 2020 to Jan 2022 · 1 yr 3 mosSoftware Developer ASP.NETSoftware Developer ASP.NETAlpha Bank RomaniaAlpha Bank RomaniaMay 2019 - Nov 2020 · 1 yr 7 mosMay 2019 to Nov 2020 · 1 yr 7 mos ·      Software Developer ASP.NET Software Developer ASP.NETSoftware Developer ASP.NETBorg DesignBorg DesignNov 2018 - May 2019 · 7 mosNov 2018 to May 2019 · 7 mosBucharest, Romania "
99,romania,"Data AnalystData AnalystYouGov · Full-timeYouGov · Full-timeApr 2025 - Present · 1 yrApr 2025 to Present · 1 yrLow Code Developer Low Code Developer Codeless Technology B.V. · InternshipCodeless Technology B.V. · InternshipMar 2024 - May 2024 · 3 mosMar 2024 to May 2024 · 3 mosIaşi, RomaniaIaşi, RomaniaDatabases, Software Development and +3 skillsRequirements Analyst intern Requirements Analyst intern Yonder · InternshipYonder · InternshipJun 2022 - Aug 2022 · 3 mosJun 2022 to Aug 2022 · 3 mosIaşi, Romania"
100,romania,"No-code Developer (n8n & AI Automation)No-code Developer (n8n & AI Automation)Freelance | Self-EmployedFreelance | Self-EmployedWorkflow Automation, n8n and +3 skillsAutomation SpecialistAutomation SpecialistAutomation Specialist  2025 - Present · 1 yr 3 mos2025 to Present · 1 yr 3 moscompleted 2 successful projectscompleted 2 successful projectstargetologtargetologTarget PROTarget PRO2023 - 2024 · 1 yr2023 to 2024 · 1 yrWorked for target agency.Worked for target agency.  10 yrs 1 mo10 yrs 1 moTourism ManagerTourism Manager2013 - 2015 · 2 yrs2013 to 2015 · 2 yrsSent more than 100 tourists on tripsSent more than 100 tourists on tripsGuest Relations SpecialistGuest Relations Specialist2010 - 2013 · 3 yrs2010 to 2013 · 3 yrsWorked at high class hotels: Xanadu Island and Kamelya World Holiday VillageWorked at high class hotels: Xanadu Island and Kamelya World Holiday VillageTourism ManagerTourism Manager2005 - 2010 · 5 yrs"
101,romania,"Associate profesorAssociate profesorUniversitatea „Alexandru Ioan Cuza” din Iași · Part-timeUniversitatea „Alexandru Ioan Cuza” din Iași · Part-timeOct 2023 - Present · 2 yrs 6 mosOct 2023 to Present · 2 yrs 6 mosDatabases and Business ApplicationsCodeless Technology B.V. | RomaniaCodeless Technology B.V. | Romania4 yrs 9 mos4 yrs 9 mosLow Code DeveloperLow Code DeveloperOct 2021 - Present · 4 yrs 6 mosOct 2021 to Present · 4 yrs 6 mosDatabases, Technical Specs and +1 skillLow Code Developer InternLow Code Developer InternJul 2021 - Oct 2021 · 4 mos"
102,romania,"AI SpecialistAI SpecialistTransilvania Healing Centre · Full-timeTransilvania Healing Centre · Full-timeDec 2025 - Present · 4 mosDec 2025 to Present · 4 mosIaşi, Romania · On-siteIaşi, Romania · On-siteLow Code DeveloperLow Code DeveloperCodeless Technology B.V. | Romania · Full-timeCodeless Technology B.V. | Romania · Full-timeJul 2022 - Nov 2025 · 3 yrs 5 mosJul 2022 to Nov 2025 · 3 yrs 5 mosIaşi, Romania"
103,romania,"·      Full Stack & AI/ML DeveloperFull Stack & AI/ML DeveloperStrongbytes · Full-timeStrongbytes · Full-timeNov 2025 - Present · 5 mosNov 2025 to Present · 5 mosIaşi, Romania · HybridIaşi, Romania · Hybrid QA Automation TesterQA Automation TesterEndava · Full-timeEndava · Full-timeOct 2025 - Oct 2025 · 1 moOct 2025 to Oct 2025 · 1 moIaşi, Romania · HybridIaşi, Romania · Hybrid·      Marketing Manager Marketing ManagerMarketing ManagerRoyal Potatoes · Part-timeRoyal Potatoes · Part-timeDec 2022 - Aug 2025 · 2 yrs 9 mosDec 2022 to Aug 2025 · 2 yrs 9 mosSuceava, Romania · Hybrid "
104,romania,"
Codeless Technology B.V. | RomaniaCodeless Technology B.V. | Romania2 yrs 5 mos2 yrs 5 mosIaşi, RomaniaIaşi, RomaniaLow Code DeveloperLow Code DeveloperFull-timeFull-timeJan 2024 - Nov 2025 · 1 yr 11 mosJan 2024 to Nov 2025 · 1 yr 11 mosHybridHybridAnalytical Skills, Business Analysis and +3 skillsInternship TraineeInternship TraineeJul 2023 - Jan 2024 · 7 mosJul 2023 to Jan 2024 · 7 mosOn-siteOn-siteVoluntarVoluntarLiga Studenților Economiști Iași Liga Studenților Economiști Iași Oct 2021 - Jul 2023 · 1 yr 10 mosOct 2021 to Jul 2023 · 1 yr 10 mosIaşi, RomaniaIaşi, RomaniaCrewCrewMcDonald's · Full-timeMcDonald's · Full-timeJul 2018 - Sep 2018 · 3 mosJul 2018 to Sep 2018 · 3 mosIaşi, Romania"
105,romania,"DeloitteDeloitte9 mos9 mosBucharest, RomaniaBucharest, RomaniaCratio Low-Code DeveloperCratio Low-Code DeveloperFull-timeFull-timeAug 2025 - Present · 8 mosAug 2025 to Present · 8 mosCreatio Lab - Developer TraineeCreatio Lab - Developer TraineeInternshipInternshipJul 2025 - Aug 2025 · 2 mosJul 2025 to Aug 2025 · 2 mosHybridHybridCashback AnalystCashback AnalystSamsung ElectronicsSamsung ElectronicsJul 2024 - Jan 2025 · 7 mos"
106,romania,"Centric IT Solutions RomaniaCentric IT Solutions Romania1 yr 9 mos1 yr 9 mosApplication DeveloperApplication DeveloperMay 2025 - Present · 11 mosMay 2025 to Present · 11 mosLow Code Developer InternLow Code Developer InternInternshipInternshipJul 2024 - Apr 2025 · 10 mosJul 2024 to Apr 2025 · 10 mosIaşi, RomaniaIaşi, RomaniaStudentStudentUniversitatea „Alexandru Ioan Cuza” din IașiUniversitatea „Alexandru Ioan Cuza” din IașiSep 2021 - Jul 2024 · 2 yrs 11 mosSep 2021 to Jul 2024 · 2 yrs 11 mosCoordinator of VolunteersCoordinator of VolunteersClassix Festival · SeasonalClassix Festival · SeasonalFeb 2024 - Feb 2024 · 1 moFeb 2024 to Feb 2024 · 1 moIaşi, RomaniaIaşi, RomaniaCommunicationCoordinator of VolunteersCoordinator of VolunteersRocanotherworld · SeasonalRocanotherworld · SeasonalJun 2023 - Jul 2023 · 2 mosJun 2023 to Jul 2023 · 2 mosIaşi, RomaniaIaşi, RomaniaCommunication, Team Leadership and +1 skillCoordinator of VolunteersCoordinator of VolunteersClassix Festival · SeasonalClassix Festival · SeasonalFeb 2023 - Mar 2023 · 2 mosFeb 2023 to Mar 2023 · 2 mosIaşi, RomaniaIaşi, Romania"
107,romania," EndavaEndavaFull-time · 2 yrs 1 moFull-time · 2 yrs 1 moCluj-Napoca, Cluj, RomaniaCluj-Napoca, Cluj, Romaniao    § Low Code developer using Power apps technologyLow Code developer using Power apps technologyJul 2024 - Present · 1 yr 9 mosJul 2024 to Present · 1 yr 9 mos§ Low code developer and support analystLow code developer and support analystMar 2024 - Jul 2024 · 5 mosMar 2024 to Jul 2024 · 5 mosRemoteRemote·       Low Code developer using Power apps technologyLow Code developer using Power apps technologyEndavaEndavaDec 2023 - Jan 2024 · 2 mosDec 2023 to Jan 2024 · 2 mosCluj, Romania · RemoteCluj, Romania · Remote·       Internship TraineeInternship TraineeEndava · Full-timeEndava · Full-timeJul 2023 - Sep 2023 · 3 mosJul 2023 to Sep 2023 · 3 mosCluj, RomaniaCluj, Romania§ Why use Microsoft Power Apps | Microsoft Power PlatformWhy use Microsoft Power Apps | Microsoft Power Platform § Business Application Platform | Microsoft Power PlatformBusiness Application Platform | Microsoft Power Platform  XML configuration engineerXML configuration engineerEndava · Full-timeEndava · Full-timeJan 2019 - Apr 2023 · 4 yrs 4 mosJan 2019 to Apr 2023 · 4 yrs 4 mosCluj, Romania · HybridCluj, Romania · Hybrid Software DeveloperSoftware DeveloperBG SoftBG SoftJan 2017 - Jun 2018 · 1 yr 6 mosJan 2017 to Jun 2018 · 1 yr 6 mosCluj, RomaniaCluj, Romania§ BG SoftBG SoftThis is ""BG Soft"" by BG Soft SRL on Vimeo, the home for high quality videos and the people who love them.This is ""BG Soft"" by BG Soft SRL on Vimeo, the home for high quality videos and the people who love them.  Sales support engineer Sales support engineerEmerson Process ManagementEmerson Process ManagementNov 2015 - Aug 2016 · 10 mosNov 2015 to Aug 2016 · 10 mosCluj, Romania "
108,romania,"Expleo GroupExpleo GroupFull-time · 5 yrs 7 mosFull-time · 5 yrs 7 mosSQL DeveloperSQL DeveloperDec 2023 - Present · 2 yrs 4 mosDec 2023 to Present · 2 yrs 4 mosIaşi, Romania · HybridIaşi, Romania · HybridSkills: Communication · Microsoft SQL ServerSkills: Communication · Microsoft SQL ServerLow Code Software Developer Low Code Software Developer Jan 2022 - Aug 2024 · 2 yrs 8 mosJan 2022 to Aug 2024 · 2 yrs 8 mosSkills: Communication · JavaScript · HTML · Unqork · Low code · Scrum · Agile Methodologies · JiraSkills: Communication · JavaScript · HTML · Unqork · Low code · Scrum · Agile Methodologies · JiraPHP DeveloperPHP DeveloperJun 2021 - Jan 2022 · 8 mosJun 2021 to Jan 2022 · 8 mosSkills: Communication · PHP · JavaScript · MySQLSkills: Communication · PHP · JavaScript · MySQLAndroid DeveloperAndroid DeveloperSep 2020 - May 2021 · 9 mos"
109,romania," EndavaEndavaFull-time · 4 yrs 4 mosFull-time · 4 yrs 4 moso  Senior DeveloperSenior DeveloperJan 2026 - Present · 3 mosJan 2026 to Present · 3 mosBucharest, Romania · HybridBucharest, Romania · Hybrido  DeveloperDeveloperJul 2022 - Jan 2026 · 3 yrs 7 mosJul 2022 to Jan 2026 · 3 yrs 7 mos o  Junior DeveloperJunior DeveloperDec 2021 - Jul 2022 · 8 mosDec 2021 to Jul 2022 · 8 mosBraşov, Romania · RemoteBraşov, Romania · Remote Technical Support SpecialistTechnical Support SpecialistSYKES Romania · Full-timeSYKES Romania · Full-timeFeb 2021 - Jun 2021 · 5 mosFeb 2021 to Jun 2021 · 5 mosCluj-Napoca, Cluj, Romania · Remote "
110,romania,"Low Code Developer Low Code Developer Codeless Technology B.V. · Full-timeCodeless Technology B.V. · Full-timeJul 2022 - Present · 3 yrs 9 mosJul 2022 to Present · 3 yrs 9 mosRomaniaRomaniaTesting, Data Analysis and +3 skills.Net Full Stack Developer .Net Full Stack Developer Ness Digital Engineering · InternshipNess Digital Engineering · InternshipApr 2022 - Jun 2022 · 3 mosApr 2022 to Jun 2022 · 3 mosRomaniaRomaniaDezvoltare de softwareIntern - Sap Finance Control ConsultantIntern - Sap Finance Control ConsultantNTT DATA Romania · InternshipNTT DATA Romania · InternshipJan 2022 - Mar 2022 · 3 mosJan 2022 to Mar 2022 · 3 mosCluj, RomaniaCluj, RomaniaIntern - Clarvision Business Solution and Consultancy Intern - Clarvision Business Solution and Consultancy NTT DATA Romania · InternshipNTT DATA Romania · InternshipJun 2021 - Aug 2021 · 3 mosJun 2021 to Aug 2021 · 3 mosCluj, Romania"
111,romania," DeveloperDeveloperEndava · Full-timeEndava · Full-timeNov 2020 - Present · 5 yrs 5 mosNov 2020 to Present · 5 yrs 5 mos Frontend DeveloperFrontend DeveloperTellenceTellenceJun 2018 - Nov 2020 · 2 yrs 6 mosJun 2018 to Nov 2020 · 2 yrs 6 mosFrontend Developer Frontend DeveloperFrontend DeveloperFast SupportFast SupportMar 2016 - Jun 2018 · 2 yrs 4 mosMar 2016 to Jun 2018 · 2 yrs 4 mosBucharest, RomaniaBucharest, Romaniaxtreme vision systems logo Frontend DeveloperFrontend DeveloperXtreme Vision SystemsXtreme Vision SystemsMar 2015 - Mar 2016 · 1 yr 1 moMar 2015 to Mar 2016 · 1 yr 1 moBucharest, RomaniaBucharest, RomaniaSocial Media Coordinator Social Media CoordinatorSocial Media CoordinatorRed PropertyRed PropertyDec 2013 - Oct 2014 · 11 mosDec 2013 to Oct 2014 · 11 mosBucharest, Bucharest, RomaniaBucharest, Bucharest, RomaniaRedactor Colaborator & Social Media Coordinator Redactor Colaborator & Social Media CoordinatorRedactor Colaborator & Social Media CoordinatorOra de PresaOra de PresaOct 2013 - Jan 2014 · 4 mosOct 2013 to Jan 2014 · 4 mosBucharest, RomaniaBucharest, Romaniao       "
112,romania," Low-Code Development Lead CoordinatorLow-Code Development Lead CoordinatorCodeless Technology B.V. | Romania · Full-timeCodeless Technology B.V. | Romania · Full-timeMar 2019 - Present · 7 yrs 1 moMar 2019 to Present · 7 yrs 1 moIaşi, RomaniaIaşi, Romania Product Owner / Product Manager – Sales Compensation (SPM Cloud)Product Owner / Product Manager – Sales Compensation (SPM Cloud)Optymyze · Full-timeOptymyze · Full-timeOct 2013 - Feb 2019 · 5 yrs 5 mosOct 2013 to Feb 2019 · 5 yrs 5 mosIaşi, Romania · On-siteIaşi, Romania · On-site Bussiness Analyst - Low-code DevelopmentBussiness Analyst - Low-code DevelopmentCodeless Technology Romania · Full-timeCodeless Technology Romania · Full-timeAug 2010 - Oct 2013 · 3 yrs 3 mosAug 2010 to Oct 2013 · 3 yrs 3 mosIaşi, Romania · On-site "
113,romania,"·      Power Platform DeveloperPower Platform Developer  2024 - Present · 2 yrs 3 mos2024 to Present · 2 yrs 3 mos Power Platform DeveloperPower Platform DeveloperAtos · Full-timeAtos · Full-time2023 - 2023 · Less than a year2023 to 2023 · Less than a year Business Intelligence DeveloperBusiness Intelligence DeveloperContinental · Full-timeContinental · Full-time2020 - 2022 · 2 yrs2020 to 2022 · 2 yrsTimişoara, Timiş, Romania "
114,romania,"·      FreelancerFreelancerSelf Employed - Freelace Web DesignerSelf Employed - Freelace Web DesignerNov 2024 - Present · 1 yr 5 mosNov 2024 to Present · 1 yr 5 mosCluj-Napoca, Cluj, Romania · RemoteCluj-Napoca, Cluj, Romania · Remote Fulfillment Center AssociateFulfillment Center AssociateFildas Catena Group · Full-timeFildas Catena Group · Full-timeJan 2023 - Jul 2024 · 1 yr 7 mosJan 2023 to Jul 2024 · 1 yr 7 mosCluj-Napoca, Cluj, Romania · On-siteCluj-Napoca, Cluj, Romania · On-site Sales AssistantSales AssistantINTERSPORT România · Part-timeINTERSPORT România · Part-timeMar 2022 - Sep 2022 · 7 mosMar 2022 to Sep 2022 · 7 mosCluj-Napoca, Cluj, Romania · On-site "
115,romania," Delivery Manager Low CodeDelivery Manager Low CodeTÜV SÜD · Full-timeTÜV SÜD · Full-timeSep 2025 - Present · 7 mosSep 2025 to Present · 7 mosBucharest, RomaniaBucharest, Romania KPMG SwitzerlandKPMG SwitzerlandFull-time · 3 yrsFull-time · 3 yrso    § Senior Management Consultant | Power Platform & Low-Code AI SMESenior Management Consultant | Power Platform & Low-Code AI SMEOct 2024 - Sep 2025 · 1 yrOct 2024 to Sep 2025 · 1 yrZurich, Switzerland · HybridZurich, Switzerland · Hybrid§  Management Consultant | Power Platform & Low-Code AI SME Management Consultant | Power Platform & Low-Code AI SMEOct 2022 - Oct 2024 · 2 yrs 1 moOct 2022 to Oct 2024 · 2 yrs 1 moSwitzerlandSwitzerland Community Engagement Specialist (German)Community Engagement Specialist (German)Microsoft · Full-timeMicrosoft · Full-timeSep 2018 - Oct 2022 · 4 yrs 2 mosSep 2018 to Oct 2022 · 4 yrs 2 mos Social Media Advisor (DACH Region)Social Media Advisor (DACH Region)OpelOpelJan 2018 - Sep 2018 · 9 mosJan 2018 to Sep 2018 · 9 mos·      Content Writer with German Content Writer with GermanContent Writer with GermanThomas Daily GmbHThomas Daily GmbHNov 2014 - Sep 2017 · 2 yrs 11 mosNov 2014 to Sep 2017 · 2 yrs 11 mosGreater Freiburg AreaGreater Freiburg Area ·      Key Account Manager Key Account ManagerKey Account ManagerRadar GroupRadar GroupJul 2011 - Nov 2014 · 3 yrs 5 mosJul 2011 to Nov 2014 · 3 yrs 5 mos TV ReporterTV ReporterTV6TV6Jan 2010 - Jul 2010 · 7 mosJan 2010 to Jul 2010 · 7 mosBucharest, Bucharest, Romania "
116,romania,"·      Low code developerLow code developerTHE DIGITAL MINE · Full-timeTHE DIGITAL MINE · Full-timeOct 2024 - Present · 1 yr 6 mosOct 2024 to Present · 1 yr 6 mos·       Expleo GroupExpleo GroupFull-time · 3 yrsFull-time · 3 yrsIaşi, RomaniaIaşi, Romaniao  Junior Chatbot DeveloperJunior Chatbot DeveloperJun 2024 - Sep 2024 · 4 mosJun 2024 to Sep 2024 · 4 mos o  Low code Unqork DeveloperLow code Unqork DeveloperOct 2021 - May 2024 · 2 yrs 8 mos "
117,romania,"Est ComputerEst Computer1 yr 8 mos1 yr 8 mosChișinău, MoldovaChișinău, MoldovaProduct ManagerProduct ManagerFreelanceFreelanceMar 2026 - Present · 1 moMar 2026 to Present · 1 moProduct Management, Technical Documentation and +10 skillsLow-Code DeveloperLow-Code DeveloperPart-timePart-timeAug 2024 - Feb 2026 · 1 yr 7 mos"
118,romania,"·      Product OwnerProduct OwnerSchwarz Digits Romania · Full-timeSchwarz Digits Romania · Full-timeSep 2025 - Present · 7 mosSep 2025 to Present · 7 mos Low Code DeveloperLow Code DeveloperCodeless Technology B.V. | Romania · Full-timeCodeless Technology B.V. | Romania · Full-timeJul 2022 - Sep 2025 · 3 yrs 3 mosJul 2022 to Sep 2025 · 3 yrs 3 mosIaşi, Romania · HybridIaşi, Romania · Hybrid Compliance AssociateCompliance AssociateAmazon · Full-timeAmazon · Full-timeDec 2021 - Mar 2022 · 4 mosDec 2021 to Mar 2022 · 4 mosIaşi, RomaniaIaşi, Romania Digital Designer InternDigital Designer InternDanish Youth TeamDanish Youth TeamJul 2021 - Sep 2021 · 3 mosJul 2021 to Sep 2021 · 3 mosDenmarkDenmark ·      Assistant Manager Assistant ManagerAssistant ManagerAgenția de Consultanță și Training pentru Dezvoltare Sustenabilă · Part-timeAgenția de Consultanță și Training pentru Dezvoltare Sustenabilă · Part-timeFeb 2020 - Jan 2021 · 1 yrFeb 2020 to Jan 2021 · 1 yrTârgu Frumos, Iaşi, Romania "
119,romania,"·      Head of SEO | SC AgencyHead of SEO | SC AgencyScaling And Conversion Agency · Full-timeScaling And Conversion Agency · Full-timeNov 2025 - Present · 5 mosNov 2025 to Present · 5 mosBucharest Metropolitan Area · On-siteBucharest Metropolitan Area · On-site Education MentorEducation MentorINTRATEST · ContractINTRATEST · ContractOct 2024 - Present · 1 yr 6 mosOct 2024 to Present · 1 yr 6 mosBucharest, Romania · RemoteBucharest, Romania · Remote·       Project ManagerProject ManagerPlum Media · Full-timePlum Media · Full-timeNov 2024 - Nov 2025 · 1 yr 1 moNov 2024 to Nov 2025 · 1 yr 1 moBucharest, Romania · HybridBucharest, Romania · Hybrid Expleo GroupExpleo GroupFull-time · 8 yrs 11 mosFull-time · 8 yrs 11 mos§ UX/UI DesignerUX/UI DesignerAug 2023 - Sep 2024 · 1 yr 2 mosAug 2023 to Sep 2024 · 1 yr 2 mosBucharest Metropolitan Area · HybridBucharest Metropolitan Area · HybridBusiness Analyst and Validation Representative​Business Analyst and Validation Representative​Apr 2023 - Sep 2023 · 6 mosApr 2023 to Sep 2023 · 6 mosBucharest, Romania · HybridBucharest, Romania · Hybrid§ Low-Code DeveloperLow-Code DeveloperJun 2021 - Apr 2023 · 1 yr 11 mosJun 2021 to Apr 2023 · 1 yr 11 mos§ Informatics Systems EngineerInformatics Systems EngineerNov 2015 - Jun 2021 · 5 yrs 8 mos "
120,romania,"OutSystems DeveloperOutSystems DeveloperMassMutual Romania · Full-timeMassMutual Romania · Full-timeSep 2023 - Present · 2 yrs 7 mosSep 2023 to Present · 2 yrs 7 mosCluj-Napoca, Cluj, RomaniaCluj-Napoca, Cluj, RomaniaWeb Applications, Low-Code Development and +5 skillsOutSystems DeveloperOutSystems DeveloperDeloitte Digital · Full-timeDeloitte Digital · Full-timeJun 2022 - Aug 2023 · 1 yr 3 mosJun 2022 to Aug 2023 · 1 yr 3 mosWeb Applications, Low-Code Development and +2 skillsOutSystems DeveloperOutSystems DeveloperSamskip · Full-timeSamskip · Full-timeJun 2020 - Jun 2022 · 2 yrs 1 moJun 2020 to Jun 2022 · 2 yrs 1 moCluj-Napoca, Cluj, RomaniaCluj-Napoca, Cluj, RomaniaWeb Applications, Low-Code Development and +5 skillsPHP DeveloperPHP Developerevozon · Full-timeevozon · Full-timeFeb 2020 - Apr 2020 · 3 mosFeb 2020 to Apr 2020 · 3 mosCluj-Napoca, Cluj, RomaniaCluj-Napoca, Cluj, RomaniaPHP pre-employment programPHP pre-employment programWeb ApplicationsInternInternYonder · InternshipYonder · InternshipJun 2019 - Jun 2019 · 1 mo"
121,romania,"Low Code DeveloperLow Code DeveloperCodeless Technology B.V. · Full-timeCodeless Technology B.V. · Full-timeJul 2024 - Present · 1 yr 9 mosJul 2024 to Present · 1 yr 9 mosIaşi, Romania · HybridIaşi, Romania · HybridDevExpress, VBScript and +6 skillsExpert NetworkExpert Network1 yr 6 mos1 yr 6 mosQA EngineerQA EngineerFull-timeFull-timeAug 2022 - Oct 2023 · 1 yr 3 mosAug 2022 to Oct 2023 · 1 yr 3 mosIaşi, Iaşi, Romania · HybridIaşi, Iaşi, Romania · HybridProblem SolvingQuality Assurance InternQuality Assurance InternContractContractMay 2022 - Jul 2022 · 3 mosMay 2022 to Jul 2022 · 3 mosIaşi, Romania · On-site"
122,romania,"Mendix DeveloperMendix DeveloperSCHWARZ IT ROMANIASCHWARZ IT ROMANIAJul 2023 - Present · 2 yrs 9 mosJul 2023 to Present · 2 yrs 9 mosLow Code DeveloperLow Code DeveloperLow Code DeveloperMendify Romania · Full-timeMendify Romania · Full-timeFeb 2022 - Jul 2023 · 1 yr 6 mosFeb 2022 to Jul 2023 · 1 yr 6 mosIaşi, Romania"
123,romania,"·      Low-code Developer Low-code DeveloperLow-code DeveloperCreative Projects · Full-timeCreative Projects · Full-timeMar 2025 - Present · 1 yr 1 moMar 2025 to Present · 1 yr 1 moCluj-Napoca, Cluj, Romania · RemoteCluj-Napoca, Cluj, Romania · Remote Intern .Net&AngularIntern .Net&Angularred to blue · Full-timered to blue · Full-timeAug 2024 - Sep 2024 · 2 mosAug 2024 to Sep 2024 · 2 mosCluj-Napoca, Cluj, Romania · HybridCluj-Napoca, Cluj, Romania · Hybrid Intern Java&TypeScriptIntern Java&TypeScriptfme Romania · Internshipfme Romania · InternshipJul 2023 - Oct 2023 · 4 mosJul 2023 to Oct 2023 · 4 mosCluj-Napoca, Cluj, Romania · HybridCluj-Napoca, Cluj, Romania · Hybrid Intern Frontend DeveloperIntern Frontend DeveloperEndava · InternshipEndava · InternshipJul 2022 - Sep 2022 · 3 mosJul 2022 to Sep 2022 · 3 mosCluj-Napoca, Cluj, Romania · Remote "
124,romania," Power Platform SpecialistPower Platform SpecialistDRÄXLMAIER Group · Full-timeDRÄXLMAIER Group · Full-timeJan 2026 - Present · 3 mosJan 2026 to Present · 3 mos Power Platform DeveloperPower Platform DeveloperAtos · Full-timeAtos · Full-timeOct 2023 - Dec 2025 · 2 yrs 3 mosOct 2023 to Dec 2025 · 2 yrs 3 mosTimişoara, Timiş, RomaniaTimişoara, Timiş, Romania Customer Service RepresentativeCustomer Service RepresentativeAmazon · Full-timeAmazon · Full-timeAug 2022 - Dec 2022 · 5 mosAug 2022 to Dec 2022 · 5 moso        "
125,romania,"Junior Back-End DeveloperJunior Back-End DeveloperOSF Digital · Full-timeOSF Digital · Full-timeFeb 2025 - Present · 1 yr 2 mosFeb 2025 to Present · 1 yr 2 mosIaşi, RomaniaIaşi, RomaniaLow Code TraineeLow Code TraineeCodeless Technology B.V. · Full-timeCodeless Technology B.V. · Full-timeJul 2024 - Aug 2024 · 2 mosJul 2024 to Aug 2024 · 2 mosIaşi, Romania · On-site"
126,romania,"
Marketing Automation SpecialistMarketing Automation SpecialistArcadia - Spitale și Centre Medicale · Full-timeArcadia - Spitale și Centre Medicale · Full-timeJan 2026 - Present · 3 mosJan 2026 to Present · 3 mosIaşi, Romania · On-siteIaşi, Romania · On-siteMarketing Automation ExpertMarketing Automation ExpertLogarithmic · Full-timeLogarithmic · Full-timeAug 2025 - Jan 2026 · 6 mosAug 2025 to Jan 2026 · 6 mosIaşi, Romania · HybridIaşi, Romania · HybridSABSSABS2 yrs 4 mos2 yrs 4 mos helped me get this jobLinkedIn helped me get this jobMarketing & Lead Generation Specialist Marketing & Lead Generation Specialist Aug 2023 - Aug 2025 · 2 yrs 1 moAug 2023 to Aug 2025 · 2 yrs 1 moIaşi, Iaşi, RomâniaIaşi, Iaşi, RomâniaCanva, B2C and +8 skills Junior Lead Generation Junior Lead GenerationFull-timeFull-timeMay 2023 - Aug 2023 · 4 mosMay 2023 to Aug 2023 · 4 mosIaşi, RomaniaIaşi, RomaniaWeb Analytics, SendGrid and +13 skillsLow Code TraineeLow Code TraineeCodeless Technology B.V. · InternshipCodeless Technology B.V. · InternshipOct 2022 - Apr 2023 · 7 mosOct 2022 to Apr 2023 · 7 mosIaşi, Romania · On-site"
127,romania,"·      Application SpecialistApplication SpecialistSignant HealthSignant HealthApr 2023 - Present · 3 yrsApr 2023 to Present · 3 yrsLow Code Developer Low Code DeveloperPlant an AppPlant an AppAug 2021 - Mar 2023 · 1 yr 8 mosAug 2021 to Mar 2023 · 1 yr 8 mos·       Senior Compliance AssociateSenior Compliance AssociateAmazonAmazonAug 2018 - Aug 2021 · 3 yrs 1 moAug 2018 to Aug 2021 · 3 yrs 1 moIasi County, RomaniaIasi County, Romania·       Frontend Developer InternFrontend Developer InternOSF Global ServicesOSF Global ServicesJun 2019 - Jun 2019 · 1 moJun 2019 to Jun 2019 · 1 moIasi County, RomaniaIasi County, Romania·        GfKGfK4 yrs 3 mos4 yrs 3 moso  Team ManagerTeam ManagerSep 2016 - Aug 2018 · 2 yrsSep 2016 to Aug 2018 · 2 yrsIasi County, RomaniaIasi County, Romaniao  Senior Data Processing AssistantSenior Data Processing AssistantOct 2015 - Aug 2016 · 11 mosOct 2015 to Aug 2016 · 11 mosIaşi, RomaniaIaşi, Romaniao  Data Processing AssistantData Processing AssistantJun 2014 - Sep 2015 · 1 yr 4 mosJun 2014 to Sep 2015 · 1 yr 4 mosIaşi, Romania "
