profile_id,country,experience
175,sweden,Software DeveloperSoftware DeveloperLinnaeus University · Part-timeLinnaeus University · Part-timeSep 2024 - Present · 1 yr 7 mos
176,sweden,"·      Software EngineerSoftware EngineerApple · Full-timeApple · Full-timeOct 2020 - Present · 5 yrs 6 mosOct 2020 to Present · 5 yrs 6 mosMalmo, Skåne County, SwedenMalmo, Skåne County, Sweden·      Assignment via Consid: Scala developer Assignment via Consid: Scala developerAssignment via Consid: Scala developerCompany name is confidential · Full-timeCompany name is confidential · Full-timeJan 2020 - Oct 2020 · 10 mosJan 2020 to Oct 2020 · 10 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan Area·       Software Engineering ConsultantSoftware Engineering ConsultantConsid ABConsid ABJan 2019 - Oct 2020 · 1 yr 10 mosJan 2019 to Oct 2020 · 1 yr 10 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan Area Assignment via Consid: .NET developerAssignment via Consid: .NET developerTrygg-Hansa · Full-timeTrygg-Hansa · Full-timeApr 2019 - Dec 2019 · 9 mosApr 2019 to Dec 2019 · 9 mosMalmöMalmö·       Assignment via Consid: .NET developerAssignment via Consid: .NET developerBRA - Braathens Regional Airlines · Full-timeBRA - Braathens Regional Airlines · Full-timeJan 2019 - Apr 2019 · 4 mosJan 2019 to Apr 2019 · 4 mosGreater Malmö Metropolitan AreaGreater Malmö Metropolitan Area Java backend developerJava backend developerNetset AB · Full-timeNetset AB · Full-timeJun 2015 - Dec 2018 · 3 yrs 7 mosJun 2015 to Dec 2018 · 3 yrs 7 mosMalmöMalmö Lund UniversityLund University4 yrs 6 mos4 yrs 6 moso    § Teaching assistantTeaching assistant2011 - Jun 2015 · 4 yrs 6 mos2011 to Jun 2015 · 4 yrs 6 mosSwedenSweden§ C# developerC# developerJun 2013 - Jan 2014 · 8 mosJun 2013 to Jan 2014 · 8 mosKalmar County, SwedenKalmar County, Sweden§    Software Engineering InternSoftware Engineering InternGoogleGoogleJun 2014 - Sep 2014 · 4 mosJun 2014 to Sep 2014 · 4 mosGreater Munich Metropolitan AreaGreater Munich Metropolitan Area·      Teacher in mathematics Teacher in mathematicsTeacher in mathematicsFrans Suell och Jörgen Kocks GymnasiumFrans Suell och Jörgen Kocks GymnasiumJun 2013 - Jun 2013 · 1 moJun 2013 to Jun 2013 · 1 mo Android developerAndroid developerLunicore StudentkonsultLunicore StudentkonsultJul 2012 - Oct 2012 · 4 mosJul 2012 to Oct 2012 · 4 mos·      Translator TranslatorTranslatorFreelanceFreelance2007 - 2008 · 1 yr2007 to 2008 · 1 yrUkraine "
177,sweden,"Software EngineerSoftware EngineerFreelance (Self employed) · Full-timeFreelance (Self employed) · Full-timeJan 2023 - Present · 3 yrs 3 mosJan 2023 to Present · 3 yrs 3 mosGothenburg, Västra Götaland County, Sweden · RemoteGothenburg, Västra Götaland County, Sweden · Remote Full Stack DeveloperFull Stack DeveloperTritux · InternshipTritux · InternshipJan 2022 - Nov 2022 · 11 mosJan 2022 to Nov 2022 · 11 mosTunis, Tunisia · On-siteTunis, Tunisia · On-site·      Full Stack Developer Full Stack DeveloperFull Stack DeveloperIsland digital service · InternshipIsland digital service · InternshipJun 2021 - Sep 2021 · 4 mosJun 2021 to Sep 2021 · 4 mosDélégation Djerba Midoun, Médenine, TunisiaDélégation Djerba Midoun, Médenine, Tunisia·      Full Stack Developer Full Stack DeveloperFull Stack DeveloperINEDIT · InternshipINEDIT · InternshipFeb 2019 - May 2019 · 4 mosFeb 2019 to May 2019 · 4 mosTunis, TunisiaTunis, Tunisia·      Web Developer Web DeveloperWeb DeveloperADB · InternshipADB · InternshipJun 2018 - Sep 2018 · 4 mosJun 2018 to Sep 2018 · 4 mosTunis, TunisiaTunis, Tunisia·      Graphic Designer Graphic DesignerGraphic DesignerCherif Design · InternshipCherif Design · InternshipJun 2017 - Aug 2017 · 3 mosJun 2017 to Aug 2017 · 3 mosMédenine, Tunisia · On-site "
178,sweden," Experienced Embedded Developer and Scrum MasterExperienced Embedded Developer and Scrum MasterTRATON GROUP · ContractTRATON GROUP · ContractAug 2025 - Present · 8 mosAug 2025 to Present · 8 mosStockholm County, Sweden · HybridStockholm County, Sweden · Hybrid Senior Software EngineerSenior Software EngineerALTEN · Full-timeALTEN · Full-timeMay 2025 - Present · 11 mosMay 2025 to Present · 11 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid Development EngineerDevelopment EngineerWeeQi · Full-timeWeeQi · Full-timeFeb 2023 - May 2025 · 2 yrs 4 mosFeb 2023 to May 2025 · 2 yrs 4 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden Software DeveloperSoftware DeveloperScania Group · ContractScania Group · ContractFeb 2021 - Sep 2024 · 3 yrs 8 mosFeb 2021 to Sep 2024 · 3 yrs 8 mosSödertälje kommun, Stockholm County, SwedenSödertälje kommun, Stockholm County, Sweden Software DeveloperSoftware DeveloperCLEEVEN Sc - Stockholm, SWEDEN · Full-timeCLEEVEN Sc - Stockholm, SWEDEN · Full-timeFeb 2021 - Feb 2023 · 2 yrs 1 moFeb 2021 to Feb 2023 · 2 yrs 1 moStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden Front End Developer & Game PlannerFront End Developer & Game PlannerSuigames Studios · InternshipSuigames Studios · InternshipOct 2020 - Nov 2020 · 2 mosOct 2020 to Nov 2020 · 2 mosStockholm County, Sweden · RemoteStockholm County, Sweden · Remote Software Developer and Executive Business SupportSoftware Developer and Executive Business SupportExperion Technologies · Full-timeExperion Technologies · Full-timeApr 2017 - Dec 2019 · 2 yrs 9 mosApr 2017 to Dec 2019 · 2 yrs 9 mosKochi, Kerala, IndiaKochi, Kerala, India Back End DeveloperBack End DeveloperEmpower Labs Pvt. Ltd. · Full-timeEmpower Labs Pvt. Ltd. · Full-timeJul 2015 - Apr 2017 · 1 yr 10 mosJul 2015 to Apr 2017 · 1 yr 10 mosGreater Hyderabad AreaGreater Hyderabad Areao       "
179,sweden,"H&M GroupH&M GroupFull-time · 1 yr 8 mosFull-time · 1 yr 8 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenSoftware EngineerSoftware EngineerAug 2025 - Present · 8 mosAug 2025 to Present · 8 mosTech TraineeTech TraineeAug 2024 - Aug 2025 · 1 yr 1 moAug 2024 to Aug 2025 · 1 yr 1 moFrontend DeveloperFrontend DeveloperCetrez · Part-timeCetrez · Part-timeMar 2024 - Jul 2024 · 5 mosMar 2024 to Jul 2024 · 5 mosGothenburg, Västra Götaland County, Sweden · On-siteGothenburg, Västra Götaland County, Sweden · On-siteVolvo GroupVolvo Group1 yr 1 mo1 yr 1 moGothenburg, Västra Götaland County, SwedenGothenburg, Västra Götaland County, SwedenMaster Thesis StudentMaster Thesis StudentFull-timeFull-timeJan 2024 - Jun 2024 · 6 mosJan 2024 to Jun 2024 · 6 mosSoftware InternSoftware InternPart-timePart-timeAug 2023 - Jan 2024 · 6 mosAug 2023 to Jan 2024 · 6 mosHybridHybridSummer InternSummer InternFull-timeFull-timeJun 2023 - Aug 2023 · 3 mosJun 2023 to Aug 2023 · 3 mosC++, CI and +12 skillsFemale Tech Engineer ParticipantFemale Tech Engineer ParticipantCoGig · Part-timeCoGig · Part-timeJan 2024 - Mar 2024 · 3 mosJan 2024 to Mar 2024 · 3 mosStockholm, Stockholm County, Sweden · On-site"
180,sweden,"Software EngineerSoftware EngineerKlarna · Full-timeKlarna · Full-timeJul 2024 - Present · 1 yr 9 mosJul 2024 to Present · 1 yr 9 mosStockholm County, Sweden · RemoteStockholm County, Sweden · Remote helped me get this jobLinkedIn helped me get this jobSenior Software EngineerSenior Software EngineerCarelon Global Solutions Ireland · Full-timeCarelon Global Solutions Ireland · Full-timeJun 2022 - Jun 2024 · 2 yrs 1 moJun 2022 to Jun 2024 · 2 yrs 1 moIrelandIreland helped me get this jobLinkedIn helped me get this jobSpring Boot, Git and +8 skillsNational University of Ireland, GalwayNational University of Ireland, GalwayPart-time · 1 yr 1 moPart-time · 1 yr 1 moGalway, County Galway, IrelandGalway, County Galway, IrelandInternational Student AmbassadorInternational Student AmbassadorOct 2021 - Sep 2022 · 1 yrOct 2021 to Sep 2022 · 1 yrSocial Media MarketingTeaching AssistantTeaching AssistantSep 2021 - Mar 2022 · 7 mosSep 2021 to Mar 2022 · 7 mosJavaOrange Business ServicesOrange Business ServicesFull-time · 2 yrs 1 moFull-time · 2 yrs 1 moSenior Software EngineerSenior Software EngineerJan 2021 - Aug 2021 · 8 mosJan 2021 to Aug 2021 · 8 mosGurugram, Haryana, IndiaGurugram, Haryana, IndiaSprint Planning, Training and +4 skillsSoftware EngineerSoftware EngineerAug 2019 - Dec 2020 · 1 yr 5 mosAug 2019 to Dec 2020 · 1 yr 5 mosGurugram, Haryana, IndiaGurugram, Haryana, IndiaSpring Boot, Java and +5 skillsNewgen SoftwareNewgen SoftwareFull-time · 3 yrs 1 moFull-time · 3 yrs 1 moSenior Software EngineerSenior Software EngineerJul 2018 - Jul 2019 · 1 yr 1 moJul 2018 to Jul 2019 · 1 yr 1 moNoidaNoidaOnsite Coordination and Software Development Life Cycle (SDLC)Software EngineerSoftware EngineerJul 2016 - Jul 2018 · 2 yrs 1 moJul 2016 to Jul 2018 · 2 yrs 1 moNoida, Uttar Pradesh, India"
181,sweden,"·      Software EngineerSoftware EngineerWirelessCar · Full-timeWirelessCar · Full-timeOct 2018 - Present · 7 yrs 6 mosOct 2018 to Present · 7 yrs 6 mosGothenburg, Västra Götaland County, SwedenGothenburg, Västra Götaland County, Sweden AssociateAssociateCognizant · Full-timeCognizant · Full-timeJun 2014 - Jul 2018 · 4 yrs 2 mosJun 2014 to Jul 2018 · 4 yrs 2 mosGreater Coimbatore AreaGreater Coimbatore Area Senior System EngineerSenior System EngineerInfosys · Full-timeInfosys · Full-timeJul 2010 - May 2014 · 3 yrs 11 mosJul 2010 to May 2014 · 3 yrs 11 mosMangaluru, Karnataka, India "
182,sweden," Software Developer - Customer AdaptationsSoftware Developer - Customer AdaptationsEricssonEricssonApr 2025 - Present · 1 yrApr 2025 to Present · 1 yr Software EngineerSoftware EngineerEnqlareEnqlareMar 2024 - Feb 2025 · 1 yrMar 2024 to Feb 2025 · 1 yrStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden Software EngineerSoftware EngineerAurora InnovationAurora InnovationJan 2023 - Feb 2024 · 1 yr 2 mosJan 2023 to Feb 2024 · 1 yr 2 mosUppsala County, SwedenUppsala County, Sweden SALT - School of Applied TechnologySALT - School of Applied Technology6 mos6 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Swedeno    Full-stack DeveloperFull-stack DeveloperDec 2022 - Jan 2023 · 2 mosDec 2022 to Jan 2023 · 2 mosFull-stack Developer traineeFull-stack Developer traineeAug 2022 - Nov 2022 · 4 mosAug 2022 to Nov 2022 · 4 mos§    InditexInditex5 yrs 10 mos5 yrs 10 moso    Assistant ManagerAssistant ManagerApr 2021 - Dec 2022 · 1 yr 9 mosApr 2021 to Dec 2022 · 1 yr 9 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenAssistant Manager Assistant ManagerDec 2017 - Mar 2021 · 3 yrs 4 mosDec 2017 to Mar 2021 · 3 yrs 4 mosAthens, Attiki, GreeceAthens, Attiki, GreeceSales AssociateSales AssociateMar 2017 - Nov 2017 · 9 mosMar 2017 to Nov 2017 · 9 mosAthens, Attiki, GreeceAthens, Attiki, GreeceData Engineer Consultant  Data Engineer Consultant Data Engineer ConsultantAlpha Money AEAlpha Money AESep 2016 - Feb 2017 · 6 mosSep 2016 to Feb 2017 · 6 mosAthens, Attiki, GreeceAthens, Attiki, Greeceo       "
183,sweden,"·      Software EngineerSoftware EngineerSwedbank · Full-timeSwedbank · Full-timeFeb 2024 - Present · 2 yrs 2 mosFeb 2024 to Present · 2 yrs 2 mosSweden · HybridSweden · Hybrid Data EngineerData EngineerNexer Insight · Full-timeNexer Insight · Full-timeSep 2023 - Dec 2023 · 4 mosSep 2023 to Dec 2023 · 4 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid Data Engineer-Senior Consultant, Insights & Data - CapgeminiData Engineer-Senior Consultant, Insights & Data - CapgeminiCapgemini · Full-timeCapgemini · Full-timeMar 2022 - Sep 2023 · 1 yr 7 mosMar 2022 to Sep 2023 · 1 yr 7 mosSweden · On-siteSweden · On-site Keolis Sverige ABKeolis Sverige ABFull-time · 3 yrs 5 mosFull-time · 3 yrs 5 moso    § Business Intelligence Developer Business Intelligence DeveloperOct 2019 - Mar 2022 · 2 yrs 6 mosOct 2019 to Mar 2022 · 2 yrs 6 mosStockholm County, SwedenStockholm County, Sweden§ Junior BI DeveloperJunior BI DeveloperNov 2018 - Oct 2019 · 1 yrNov 2018 to Oct 2019 · 1 yrGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan AreaSQL BI Developer  SQL BI Developer SQL BI DeveloperSelf-employedSelf-employedJun 2017 - Oct 2018 · 1 yr 5 mosJun 2017 to Oct 2018 · 1 yr 5 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, Sweden·      Junior BI Developer Junior BI DeveloperJunior BI DeveloperKMG InfotechKMG InfotechAug 2014 - Jun 2016 · 1 yr 11 mosAug 2014 to Jun 2016 · 1 yr 11 mosPune/Pimpri-Chinchwad AreaPune/Pimpri-Chinchwad Area MicrolucidMicrolucid2 yrs2 yrso    § Junior Software DeveloperJunior Software DeveloperNov 2010 - Oct 2012 · 2 yrsNov 2010 to Oct 2012 · 2 yrsPune Division, Maharashtra, IndiaPune Division, Maharashtra, India§ .Net developer.Net developerNov 2010 - Oct 2011 · 1 yr "
184,sweden," Region StockholmRegion Stockholm4 yrs4 yrso  IntegrationsspecialistIntegrationsspecialistFull-timeFull-timeApr 2025 - Present · 1 yrApr 2025 to Present · 1 yrStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid o  AvdelningsassistentAvdelningsassistentContractContractApr 2022 - Present · 4 yrsApr 2022 to Present · 4 yrsHuddinge kommun, Stockholm County, Sweden · On-siteHuddinge kommun, Stockholm County, Sweden · On-site LagermedarbetareLagermedarbetareInsitepart · SeasonalInsitepart · SeasonalNov 2020 - Dec 2020 · 2 mosNov 2020 to Dec 2020 · 2 mosHaninge kommun, Stockholm County, Sweden · On-site "
185,sweden,"Software EngineerSoftware EngineerVolvo Cars · Full-timeVolvo Cars · Full-timeFeb 2024 - Present · 2 yrs 2 mosFeb 2024 to Present · 2 yrs 2 mosGothenburg, Västra Götaland County, Sweden · On-siteGothenburg, Västra Götaland County, Sweden · On-siteTechnical ConsultantTechnical ConsultantMCA · Full-timeMCA · Full-timeMar 2022 - Feb 2024 · 2 yrsMar 2022 to Feb 2024 · 2 yrsGothenburg, Västra Götaland County, SwedenGothenburg, Västra Götaland County, SwedenTata ElxsiTata Elxsi6 yrs 2 mos6 yrs 2 mosSpecialist EngineerSpecialist EngineerFull-timeFull-timeOct 2020 - Jun 2022 · 1 yr 9 mosOct 2020 to Jun 2022 · 1 yr 9 mosSenior EngineerSenior EngineerMay 2016 - Sep 2020 · 4 yrs 5 mos"
186,sweden,Software EngineerSoftware EngineerSpotifySpotifyMar 2019 - Present · 7 yrs 1 moMar 2019 to Present · 7 yrs 1 moDeveloperDeveloperYandexYandexAug 2015 - Present · 10 yrs 8 mosAug 2015 to Present · 10 yrs 8 mosPython DeveloperPython DeveloperLamoda GroupLamoda GroupMar 2013 - Aug 2015 · 2 yrs 6 mos
187,sweden," Software EngineerSoftware EngineerVolvo Cars · Full-timeVolvo Cars · Full-timeJun 2024 - Present · 1 yr 10 mosJun 2024 to Present · 1 yr 10 mosSweden · On-siteSweden · On-site·       Technical ConsultantTechnical ConsultantNexer Group · Full-timeNexer Group · Full-timeJan 2023 - Jun 2024 · 1 yr 6 mosJan 2023 to Jun 2024 · 1 yr 6 mosGothenburg, Västra Götaland County, Sweden · On-siteGothenburg, Västra Götaland County, Sweden · On-site·      Technical Specialist Technical SpecialistTechnical SpecialistWiley Global Technology (Pvt) Limited · Full-timeWiley Global Technology (Pvt) Limited · Full-timeOct 2021 - Jan 2023 · 1 yr 4 mosOct 2021 to Jan 2023 · 1 yr 4 mosColombo, Western Province, Sri LankaColombo, Western Province, Sri Lanka·       Technical LeadTechnical LeadSoftcodeit Solutions (Pvt) Ltd. · Full-timeSoftcodeit Solutions (Pvt) Ltd. · Full-timeMay 2018 - Oct 2021 · 3 yrs 6 mosMay 2018 to Oct 2021 · 3 yrs 6 mosSri LankaSri Lanka·       Associate Technical LeadAssociate Technical LeadPersistent SystemsPersistent SystemsJul 2016 - Apr 2018 · 1 yr 10 mosJul 2016 to Apr 2018 · 1 yr 10 mosColomboColombo·       AeponaAepona4 yrs 10 mos4 yrs 10 mosColomboColomboo    § Senior Software EnginnerSenior Software EnginnerSep 2013 - Jun 2016 · 2 yrs 10 mosSep 2013 to Jun 2016 · 2 yrs 10 mos§ Software EnginnerSoftware EnginnerSep 2012 - Sep 2013 · 1 yr 1 moSep 2012 to Sep 2013 · 1 yr 1 mo§ Associate Software EngineerAssociate Software EngineerSep 2011 - Sep 2012 · 1 yr 1 moSep 2011 to Sep 2012 · 1 yr 1 mo·      Associate Software Enginner Associate Software EnginnerAssociate Software EnginnerScience Land Software (Pvt) LtdScience Land Software (Pvt) LtdMar 2010 - Aug 2010 · 6 mosMar 2010 to Aug 2010 · 6 mosColombo "
188,sweden," Software EngineerSoftware EngineerGoogle · Full-timeGoogle · Full-timeFeb 2020 - Present · 6 yrs 2 mosFeb 2020 to Present · 6 yrs 2 mosGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area·       WorldQuantWorldQuant2 yrs 8 mos2 yrs 8 mosMumbai Metropolitan RegionMumbai Metropolitan Regiono    § Senior Quantitative ResearcherSenior Quantitative ResearcherJan 2019 - Feb 2020 · 1 yr 2 mosJan 2019 to Feb 2020 · 1 yr 2 mosQuantitative ResearcherQuantitative ResearcherJul 2017 - Jan 2019 · 1 yr 7 mosJul 2017 to Jan 2019 · 1 yr 7 mos Data Science InternData Science InternShareChat · InternshipShareChat · InternshipMay 2017 - Jun 2017 · 2 mosMay 2017 to Jun 2017 · 2 mosGreater Bengaluru AreaGreater Bengaluru Area Research InternResearch InternAdobeAdobeMay 2016 - Jul 2016 · 3 mosMay 2016 to Jul 2016 · 3 mosBengaluru, Karnataka, IndiaBengaluru, Karnataka, India·      A game theoretic analysis of Amazon’s Business model A game theoretic analysis of Amazon’s Business modelA game theoretic analysis of Amazon’s Business modelProf. Vimal Kumar, Applied Game TheoryProf. Vimal Kumar, Applied Game TheoryJan 2016 - Apr 2016 · 4 mosJan 2016 to Apr 2016 · 4 mosIIT KanpurIIT Kanpur·      Stackelberg games and their applications Stackelberg games and their applicationsStackelberg games and their applicationsProf. Praveen ParuchuriProf. Praveen ParuchuriMay 2015 - Jul 2015 · 3 mosMay 2015 to Jul 2015 · 3 mosIIIT Hyderabad, Hyderabad "
189,sweden,"
Software EngineerSoftware EngineerMicrosoft · Full-timeMicrosoft · Full-timeAug 2023 - Present · 2 yrs 8 mosAug 2023 to Present · 2 yrs 8 mosSwedenSwedenAlgorithm Design, Microsoft Copilot and +1 skillNuance CommunicationsNuance CommunicationsFull-time · 5 yrs 1 moFull-time · 5 yrs 1 moSenior Software EngineerSenior Software EngineerJan 2022 - Aug 2023 · 1 yr 8 mosJan 2022 to Aug 2023 · 1 yr 8 mosStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenAlgorithm DesignDeployment EngineerDeployment EngineerJan 2020 - Dec 2021 · 2 yrsJan 2020 to Dec 2021 · 2 yrsStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenAlgorithm DesignJavaScript DeveloperJavaScript DeveloperAug 2018 - Jan 2020 · 1 yr 6 mosAug 2018 to Jan 2020 · 1 yr 6 mosGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan AreaFrontend Web DeveloperFrontend Web DeveloperOne Planet RatingOne Planet RatingJul 2017 - Aug 2018 · 1 yr 2 mosJul 2017 to Aug 2018 · 1 yr 2 mosGreater Stockholm Metropolitan Area"
190,sweden," Software EngineerSoftware EngineerLund University · Full-timeLund University · Full-timeDec 2023 - Present · 2 yrs 4 mosDec 2023 to Present · 2 yrs 4 mosLund, Skåne County, Sweden · HybridLund, Skåne County, Sweden · Hybrid§ The Swedish Biologging PortalThe Swedish Biologging Portal  Code MentorCode MentorPink Programming · Part-timePink Programming · Part-timeJun 2023 - Present · 2 yrs 10 mosJun 2023 to Present · 2 yrs 10 mosMalmo, Skåne County, Sweden · On-siteMalmo, Skåne County, Sweden · On-site §    Software Engineer | Founder Software Engineer | FounderTeamUpNow.tech · Full-timeTeamUpNow.tech · Full-timeMar 2022 - Apr 2024 · 2 yrs 2 mosMar 2022 to Apr 2024 · 2 yrs 2 mosSweden · HybridSweden · Hybrid LeetCodeLeetCodePart-time · 6 mosPart-time · 6 mosSan Francisco Bay Area · RemoteSan Francisco Bay Area · Remote helped me get this jobLinkedIn helped me get this jobo    § Writing Technical/Educational ArticlesWriting Technical/Educational ArticlesJul 2023 - Dec 2023 · 6 mosJul 2023 to Dec 2023 · 6 mos § Identify Areas for Improvement in LeetCode problem setsIdentify Areas for Improvement in LeetCode problem setsJul 2023 - Dec 2023 · 6 mosJul 2023 to Dec 2023 · 6 mos  Data Scientist(NLP Engineer)Data Scientist(NLP Engineer)Godoro · Full-timeGodoro · Full-timeSep 2020 - Sep 2021 · 1 yr 1 moSep 2020 to Sep 2021 · 1 yr 1 moIstanbul, TürkiyeIstanbul, Türkiye·      Data Scientist Data ScientistData ScientistIstanbul Egetim Merkezi (https://picprogramlama.org/) · Part-timeIstanbul Egetim Merkezi (https://picprogramlama.org/) · Part-timeFeb 2020 - Jan 2021 · 1 yrFeb 2020 to Jan 2021 · 1 yrIstanbul, TürkiyeIstanbul, Türkiye ·      English Second Language Tutor English Second Language TutorEnglish Second Language TutorSelf-Employed · Part-timeSelf-Employed · Part-timeAug 2007 - Aug 2018 · 11 yrs 1 moAug 2007 to Aug 2018 · 11 yrs 1 moUrgench, Xorazm Region, Uzbekistan · On-siteUrgench, Xorazm Region, Uzbekistan · On-site English Second Language TeacherEnglish Second Language TeacherEnglish Time · Full-timeEnglish Time · Full-timeNov 2017 - Apr 2018 · 6 mosNov 2017 to Apr 2018 · 6 mosBeyoglu, Istanbul, Türkiye · On-siteBeyoglu, Istanbul, Türkiye · On-site·       Urgench State UniversityUrgench State University1 yr 2 mos1 yr 2 mosOn-siteOn-siteo    § University TeacherUniversity TeacherFull-timeFull-timeAug 2016 - Sep 2017 · 1 yr 2 mosAug 2016 to Sep 2017 · 1 yr 2 mosXorazm Region, UzbekistanXorazm Region, Uzbekistan§ Lyceum TeacherLyceum TeacherPart-timePart-timeAug 2016 - Sep 2017 · 1 yr 2 mosAug 2016 to Sep 2017 · 1 yr 2 mosUrgench, Xorazm Region, UzbekistanUrgench, Xorazm Region, Uzbekistan U.S. Embassy TashkentU.S. Embassy Tashkent2 yrs 10 mos2 yrs 10 mosOn-siteOn-siteo    § English Second Language TeacherEnglish Second Language TeacherFull-timeFull-timeSep 2010 - Jun 2013 · 2 yrs 10 mosSep 2010 to Jun 2013 · 2 yrs 10 mosUrgenchUrgench§ Teacher at Orphanage House Teacher at Orphanage HouseSep 2010 - Jun 2013 · 2 yrs 10 mosSep 2010 to Jun 2013 · 2 yrs 10 mosKhiva, Xorazm Region, Uzbekistan "
191,sweden,"Software EngineerSoftware EngineerSwedbankSwedbankApr 2024 - Present · 2 yrsApr 2024 to Present · 2 yrsStockholm, Stockholm County, SwedenStockholm, Stockholm County, SwedenSenior Software DeveloperSenior Software DeveloperNexer GroupNexer GroupFeb 2019 - Mar 2024 · 5 yrs 2 mosFeb 2019 to Mar 2024 · 5 yrs 2 mosSkills: Java · Angular · Spring BootSkills: Java · Angular · Spring BootFull-stack DeveloperFull-stack DeveloperJeppesen, a Boeing Company · Full-timeJeppesen, a Boeing Company · Full-timeOct 2021 - Mar 2023 · 1 yr 6 mosOct 2021 to Mar 2023 · 1 yr 6 mosGreater Gothenburg Metropolitan AreaGreater Gothenburg Metropolitan AreaSkills: Java · Spring Boot · AngularSkills: Java · Spring Boot · AngularDeveloperDeveloperTeliaTeliaDec 2020 - Oct 2021 · 11 mosDec 2020 to Oct 2021 · 11 mosGreater Gothenburg Metropolitan AreaGreater Gothenburg Metropolitan AreaDeveloperDeveloperVolvo Financial Services · Full-timeVolvo Financial Services · Full-timeJan 2020 - Apr 2020 · 4 mosJan 2020 to Apr 2020 · 4 mosSAPSAP3 yrs3 yrsHeidelberg, Baden-Württemberg, GermanyHeidelberg, Baden-Württemberg, GermanySoftware DeveloperSoftware DeveloperAug 2016 - Jan 2019 · 2 yrs 6 mosAug 2016 to Jan 2019 · 2 yrs 6 mosWorking StudentWorking StudentFeb 2016 - Jul 2016 · 6 mosFeb 2016 to Jul 2016 · 6 mosInternshipInternshipQIAGENQIAGENJun 2015 - Jan 2016 · 8 mosJun 2015 to Jan 2016 · 8 mosGreater Dusseldorf Area"
192,sweden," Senior Software EngineerSenior Software EngineerVoi Technology · Full-timeVoi Technology · Full-timeApr 2025 - Present · 1 yrApr 2025 to Present · 1 yrStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid·       Senior Software EngineerSenior Software EngineerVolvo Cars · Full-timeVolvo Cars · Full-timeOct 2023 - Apr 2025 · 1 yr 7 mosOct 2023 to Apr 2025 · 1 yr 7 mosStockholm, Stockholm County, Sweden · HybridStockholm, Stockholm County, Sweden · Hybrid Backend developerBackend developerVolvo Car Mobility · Full-timeVolvo Car Mobility · Full-timeFeb 2020 - Oct 2023 · 3 yrs 9 mosFeb 2020 to Oct 2023 · 3 yrs 9 mosStockholm, Stockholm, Sweden · HybridStockholm, Stockholm, Sweden · Hybrid Software EngineerSoftware EngineerKlarnaKlarnaAug 2016 - Feb 2020 · 3 yrs 7 mosAug 2016 to Feb 2020 · 3 yrs 7 mosGreater Stockholm Metropolitan AreaGreater Stockholm Metropolitan Area·      QA Engineer QA EngineerQA EngineerQuinyxQuinyxFeb 2016 - Jul 2016 · 6 mosFeb 2016 to Jul 2016 · 6 mos ThoughtWorksThoughtWorks4 yrs 8 mos4 yrs 8 moso    § Senior ConsultantSenior ConsultantApr 2011 - Oct 2015 · 4 yrs 7 mosApr 2011 to Oct 2015 · 4 yrs 7 mosSingaporeSingapore§ ConsultantConsultantMar 2011 - Nov 2014 · 3 yrs 9 mosMar 2011 to Nov 2014 · 3 yrs 9 mosChina "
193,sweden,"Software engineerSoftware engineerHitachi EnergyHitachi EnergyAug 2025 - Present · 8 mosAug 2025 to Present · 8 mosLudvika, Dalarna County, SwedenLudvika, Dalarna County, SwedenDevOps EngineerDevOps EngineerÖresundskraft · Full-timeÖresundskraft · Full-timeNov 2022 - Jul 2025 · 2 yrs 9 mosNov 2022 to Jul 2025 · 2 yrs 9 mosHelsingborgs kommun, Skåne County, SwedenHelsingborgs kommun, Skåne County, SwedenConsultantConsultantCGI · Full-timeCGI · Full-timeAug 2021 - Nov 2022 · 1 yr 4 mosAug 2021 to Nov 2022 · 1 yr 4 mosMalmo, Skåne County, SwedenMalmo, Skåne County, SwedenUtvecklareUtvecklareAxis CommunicationsAxis CommunicationsJun 2021 - Aug 2021 · 3 mosJun 2021 to Aug 2021 · 3 mosLund, Skåne County, SwedenLund, Skåne County, SwedenBachelor ThesisBachelor ThesisAxiell Group · Full-timeAxiell Group · Full-timeJan 2021 - Jun 2021 · 6 mosJan 2021 to Jun 2021 · 6 mosLund, Skåne County, Sweden"
