covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
is_lcnc,0.12706822016588043,1.1354944787609533,0.24584412269364067,-0.3547774061245015,0.6089138464562623,0.7013295374948644,1.8384334929085324,0.0,0.5168649906031182,0.6052504081263835,0.7243959478391753
is_romania,-0.22378305933072684,0.7994885571401212,0.21918395091802062,-0.6533757091192423,0.20580959045778852,0.52028647319096,1.2285192599335462,0.0,-1.0209828702943053,0.30726255449853934,1.7024561357369394
lcnc_x_romania,0.15491858603162514,1.1675629013064572,0.4150630599880584,-0.6585900628579574,0.9684272349212076,0.5175805763569027,2.633798853315435,0.0,0.3732410830202096,0.7089690219672771,0.49620550385496204
baseline_seniority,0.5579559998976168,1.7470977801350234,0.0852689319465674,0.39083196428214784,0.7250800355130858,1.4782101004472412,2.0648963583926396,0.0,6.543485266676639,6.01014083325658e-11,33.953810246325304
number_of_roles,0.08668404945114805,1.0905520647570899,0.02765732499312824,0.0324766885558972,0.1408914103463989,1.0330098119128015,1.1512996219694605,0.0,3.1342166848270985,0.0017231356125120055,9.180748037075126
career_start_year,0.0010013622424818013,1.0010018637730427,0.020234431981109694,-0.03865739568811865,0.04066012017308226,0.9620802655367717,1.041498061201846,0.0,0.04948803324040158,0.9605303736064443,0.05809685980077161
